	Estimate	Std. Error	z value	Pr(>|z|)
SNP.353	0.0411547464685965	0.104998837605611	0.391954305467447	0.695091976759253
SNP.354	-0.0413822674621988	0.124650209123921	-0.331987148301202	0.739898963362044
SNP.355	-0.22150015118514	0.150749883990996	-1.46932219993197	0.141745418195208
SNP.356	-0.0737581246070092	0.194049660817092	-0.380099219428847	0.703871765188381
SNP.357	-0.111642887371518	0.153140268317587	-0.729023715303864	0.465987155935078
SNP.358	-0.0107978485261064	0.114652619086095	-0.0941788213141308	0.924967108130709
SNP.359	-0.0338845278811038	0.114580768033198	-0.295726136791877	0.767439235204915
SNP.360	-0.149318888664232	0.143156528299018	-1.0430463104857	0.296926844824005
SNP.361	-0.172963921818724	0.169898208271362	-1.01804441364364	0.308656849794179
SNP.362	-0.20119975598333	0.141639298675881	-1.42050799364478	0.155459843081462
SNP.363	-0.0430407063052245	0.10754453572161	-0.40021286080624	0.688999742896875
SNP.364	-0.045816528132132	0.126488236329411	-0.362219677194431	0.717187876270897
SNP.365	-0.37327376563922	0.18909042258668	-1.97404903184935	0.0483761679447487
SNP.366	-0.0174189606964479	0.107928596339714	-0.16139337754028	0.871783582256809
SNP.367	-0.103878391327932	0.103545303650503	-1.00321683036975	0.315756254220633
SNP.368	0.00253190371851145	0.139910507360356	0.0180965945037296	0.985561794700112
SNP.369	0.0175846910899086	0.108661243070397	0.161830387661921	0.871439422556137
SNP.370	0.0788818938583093	0.117191137348502	0.673104601960905	0.500880746398746
SNP.371	-0.0644360168904721	0.0954056358095097	-0.675390047388053	0.499427987057659
SNP.372	0.0681347880481723	0.114546647897886	0.594821317764899	0.551962916258348
SNP.373	0.0783092405041139	0.0991129641388828	0.790100883214253	0.429468854115365
SNP.374	0.0939118845761191	0.0964696644709671	0.973486174033312	0.33031172848474
SNP.375	0.091467389375149	0.0990368073672307	0.923569648564961	0.355710422348854
SNP.376	0.0403769128385721	0.100516515776747	0.401694313880232	0.68790900973699
SNP.377	0.11927425600905	0.111159258135005	1.07300334682145	0.283269614497464
SNP.378	-0.0127949834587427	0.0999741847805148	-0.127982873647162	0.898162526423539
SNP.379	0.0537050101716529	0.111910853792265	0.479890987797689	0.631304909828192
SNP.380	0.0318580969596389	0.100163130399311	0.318062113600414	0.750437821422994
SNP.381	0.100217104966456	0.162114057776569	0.618188862464838	0.536450850864071
SNP.382	0.00913582123323172	0.104161067565731	0.0877085982962546	0.930108285511946
SNP.383	-0.0596531026051452	0.168154714027942	-0.354751295257966	0.72277591888584
SNP.384	-0.0183612909949829	0.109406769376842	-0.167825913328443	0.866720235742638
SNP.385	0.000756497189220713	0.103108308204197	0.00733691787205487	0.994146039026197
SNP.386	0.0145434229016148	0.114010438567478	0.127562204692398	0.898495442995138
SNP.387	-0.0470102618485104	0.0995703974484003	-0.472130904899443	0.636833354444777
SNP.388	-0.037700957638978	0.100442285522308	-0.375349460069831	0.707400586674387
SNP.389	0.0777413658585945	0.126257060151199	0.61573876158288	0.538066950347584
SNP.390	-0.0302651861064878	0.142672024257109	-0.212131188746204	0.83200468826045
SNP.391	0.0555045045997291	0.116919842415016	0.474722711331679	0.63498462788565
SNP.392	-0.0106230428253614	0.0980131538292727	-0.108383848599194	0.913691212608398
SNP.393	-0.0472729971255518	0.163755074345866	-0.288681113024363	0.772825417261993
SNP.394	0.0889387551645257	0.139055718584613	0.639590777494044	0.522438679808928
SNP.395	0.0360824702838953	0.133885134252568	0.269503186334544	0.787542490557645
SNP.396	-0.0401429522306042	0.104628131468613	-0.383672647758663	0.701221087838117
SNP.397	-0.104813680454477	0.18743835539037	-0.559190141399748	0.576031960648527
SNP.398	-0.0204510510624262	0.117981119138017	-0.173341727997191	0.862382825910186
SNP.399	0.0436885258652147	0.113246699057527	0.385781892353629	0.699658206975843
SNP.400	-0.0733326940604634	0.168024668597394	-0.43644004581361	0.662517489456065
SNP.401	-0.00424526766622913	0.111755612765891	-0.0379870644629031	0.96969799564827
SNP.402	0.190486543437678	0.134397515229824	1.41733679459728	0.156384482399913
SNP.403	0.132299559511582	0.145613420881006	0.908567072397097	0.36357869418462
SNP.404	0.21640149116364	0.147138061327866	1.4707376814041	0.141362071516449
SNP.405	0.104033651943415	0.0983089215900944	1.05823205321273	0.289949661437516
SNP.406	0.15724119343914	0.105723867357375	1.48728189168131	0.136940375114603
SNP.407	0.0478929901288902	0.123741207030331	0.387041562615036	0.698725438660331
SNP.408	0.0583772058575776	0.224657317698067	0.259850008251388	0.794979474497985
SNP.409	0.0271232612280404	0.105204445198267	0.25781478317693	0.796549854761779
SNP.410	0.0540816378007542	0.123395382761469	0.438279266131841	0.661183854130794
SNP.411	-0.0022285928363914	0.105259496863987	-0.0211723683162872	0.983108156229723
SNP.412	0.120844306828631	0.100292170497001	1.20492263982107	0.228233167723357
SNP.413	0.123181967580392	0.120049302019638	1.02609482527638	0.304846889228108
SNP.414	-0.0280097709369724	0.0966357036259232	-0.289849091857376	0.771931689254836
SNP.415	-0.0408481724093074	0.0976307879810989	-0.418394373885577	0.675658799349964
SNP.416	-0.226456666059791	0.175112951713414	-1.29320340867993	0.195940717048062
SNP.417	0.0634710762342901	0.164901596572911	0.384902739290497	0.700309476313348
SNP.418	-0.0924947187626361	0.0978971363898992	-0.944815366143636	0.344753145562521
SNP.419	-0.0811290631770835	0.208273746226522	-0.389530916147474	0.696883445218499
SNP.420	0.00405822135390291	0.0968411417443286	0.0419059635275374	0.966573662368423
SNP.421	0.00350519365376085	0.120954206577917	0.0289795101214844	0.97688093228483
SNP.422	-0.143581112865486	0.106251453135438	-1.35133316889759	0.176588731468186
SNP.423	-0.0974579140347914	0.110104397987502	-0.885140973622631	0.376080602991091
SNP.424	-0.0341482246953864	0.128165742468238	-0.266438004709793	0.78990189914549
SNP.425	-0.164294570645127	0.209871422343632	-0.782834407898184	0.433724359279578
SNP.426	0.0109175600871765	0.11017125321432	0.0990962684788401	0.921061834828699
SNP.427	-0.141179191284097	0.166060251924295	-0.850168475888248	0.395231425451091
SNP.428	-0.0894286836283286	0.108382849810262	-0.825118400050241	0.409304374349165
SNP.429	-0.0669217806894751	0.113737698568776	-0.58838697750692	0.556272576643694
SNP.430	-0.150367130933743	0.100233885432154	-1.50016264744644	0.133572276264501
SNP.431	-0.00878318195144085	0.0996471136099365	-0.0881428636841621	0.929763128640834
SNP.432	-0.0673349826357765	0.1089428611277	-0.618076135863991	0.536525152292695
SNP.433	-0.0765326496540446	0.10543462736212	-0.72587774594384	0.467913720186115
SNP.434	-0.0827211183555246	0.101304725699692	-0.816557349957627	0.414181436886721
SNP.435	-0.144018047409196	0.108600876135788	-1.32612233467734	0.18479917922867
SNP.436	-0.325448430690868	0.132569039103977	-2.45493542753682	0.0140909897082072
SNP.437	-0.363263018263949	0.24644752935381	-1.47399740308386	0.140482290377238
SNP.438	-0.18483134434478	0.108625543493156	-1.70154586482161	0.0888405330508764
SNP.439	-0.132703311704708	0.0974924797337526	-1.36116459512687	0.173461680036194
SNP.440	-0.325133138203985	0.203457899486825	-1.59803644402138	0.110034866629547
SNP.441	0.26809437322591	0.141362861476402	1.89649792332948	0.0578942343340601
SNP.442	0.0141459569258329	0.0978828305556766	0.144519287453447	0.885090427140095
SNP.443	0.0592812621327872	0.101131809774448	0.586178199173938	0.557755770341965
SNP.444	-0.00509492658246534	0.103067356637766	-0.0494329800304441	0.9605742460164
SNP.445	-0.0182850507756027	0.100109081740573	-0.18265126857309	0.855071654441073
SNP.446	-0.0692470836912736	0.102971865554258	-0.672485472789513	0.501274685363655
SNP.447	0.050981356527484	0.0989144292720446	0.515408691155361	0.606267460441704
SNP.448	0.139387713200373	0.0974741925448809	1.42999607958993	0.152718144270003
SNP.449	0.0200454899007919	0.12490445966875	0.160486582736542	0.87249779006199
SNP.450	0.0807074433050783	0.11249504450188	0.717431098075878	0.473108136853942
SNP.451	0.133018186147628	0.100101734826405	1.32882997860434	0.183904069293743
SNP.452	0.0691159826748067	0.100485150757084	0.687822848988798	0.491564345558295
SNP.453	0.0425630449262752	0.127595709912709	0.333577398138178	0.73869847593079
SNP.454	0.0706137258897918	0.122999594630916	0.574097224480145	0.56590201144327
SNP.455	0.00413898379614587	0.115999437524822	0.0356810678091452	0.9715366666383
SNP.456	0.0850963963577838	0.116448899981129	0.730761702099151	0.464924719988309
SNP.457	0.0368123769118306	0.165140399930988	0.222915633771109	0.823601168527694
SNP.458	-0.22801511271091	0.196278199335135	-1.16169352217047	0.245359977931504
SNP.459	-0.0717096511770704	0.129835311889776	-0.55231238815792	0.580734344515665
SNP.460	-0.177225763683236	0.10514198836719	-1.68558504965977	0.0918757507868032
SNP.461	-0.0531762590465679	0.132827692314076	-0.400340155882787	0.688905995318482
SNP.462	0.00138703284692815	0.116610885417386	0.0118945400505583	0.99050975391647
SNP.463	-0.0289355055656588	0.103093987571215	-0.280671125905096	0.778962657062407
SNP.464	-0.0292008266025815	0.140955045216074	-0.207164110783114	0.835881694733279
SNP.465	0.0132247680508867	0.117174528504275	0.112863846944383	0.910138499098381
SNP.466	0.0138563413381557	0.113061874363417	0.122555383202095	0.902459187057541
SNP.467	-0.0482247833099413	0.105377338987999	-0.45763903105803	0.647211797157512
SNP.468	0.0493436715207851	0.214263427316126	0.230294419065663	0.817862997019067
SNP.469	-0.29103296429915	0.16848730796139	-1.72732870992183	0.0841086458638384
SNP.470	-0.147106638121985	0.0988602554612113	-1.48802607717015	0.136744016666982
SNP.471	-0.090282790590864	0.111255288599426	-0.811492125250126	0.417083113323065
SNP.472	-0.035746528494597	0.196363995108207	-0.182042173642366	0.855549629046473
SNP.473	-0.089393384034129	0.164512146114536	-0.543384705296422	0.586864954121316
SNP.474	-0.0604245126805622	0.0979057267857953	-0.61717036034841	0.537122363533473
SNP.475	0.0360276324802665	0.212776164269766	0.169321749942768	0.865543568999835
SNP.476	0.0433948690689581	0.100648642623744	0.431152054689714	0.666357812998496
SNP.477	-0.133843334007093	0.149649003974186	-0.894381722915983	0.371117688076959
SNP.478	0.143665326251517	0.209512938485367	0.685710998519313	0.492895369741297
SNP.479	0.0274882135624158	0.100839230494515	0.272594439957682	0.785164986408023
SNP.480	0.0669122704446066	0.108724643117767	0.615428742977148	0.538271614280234
SNP.481	0.0674124003369954	0.103909888114062	0.648758280472755	0.516494627351466
SNP.482	0.0386816862419126	0.0991426874562895	0.390161768198655	0.696416930338974
SNP.483	0.0167078944463031	0.104788695750165	0.159443672112664	0.873319333606472
SNP.484	-0.0156767969252991	0.119784454074069	-0.130875054250406	0.895874148747919
SNP.485	0.0618932075750376	0.106773091057687	0.579670467174153	0.562136862750575
SNP.486	0.119044142041324	0.0978767686994016	1.21626555129677	0.223883779833781
SNP.487	0.0520093681733991	0.126949548587396	0.40968533367879	0.682036790104197
SNP.488	-0.0761331894312665	0.0972575405515598	-0.78279986312121	0.433744647971432
SNP.489	0.223283543995643	0.130811219806292	1.70691431764253	0.0878379792113376
SNP.490	0.0165112840652151	0.0989743821682944	0.166823815450948	0.867508679251922
SNP.491	-0.000360450481061984	0.102810884617134	-0.00350595642090132	0.997202657231613
SNP.492	0.0501104416774581	0.130901167159912	0.38281126719246	0.701859706711177
SNP.493	-0.0091092418748146	0.0963038819531863	-0.0945885221869107	0.924641666925388
SNP.494	-0.100781877666399	0.0955477480285252	-1.05478025119243	0.291525838760404
SNP.495	0.0892332771097601	0.104217186143371	0.856224202666556	0.391873777768838
SNP.496	-0.0443456098850415	0.147224500636034	-0.301210801826199	0.763253753439551
SNP.497	0.00257023636876838	0.110669584368178	0.0232244151222044	0.981471263406742
SNP.498	0.0207324216506023	0.100906441132996	0.20546182600253	0.837211320266455
SNP.499	-0.0584731620882854	0.0973984154988509	-0.60035023967074	0.548272843078365
SNP.500	-0.0556601558837481	0.116465869754948	-0.477909588455922	0.632714556536707
SNP.501	0.103053407182302	0.0996190461288277	1.03447494416914	0.300914184333445
SNP.502	0.345472400906475	0.0772037133452395	4.47481585971897	7.647719347155e-06
SNP.503	0.0429554216950879	0.0992859705640982	0.432643418310105	0.665273841480808
SNP.504	-0.0129785271902436	0.0990701825997432	-0.131003363975603	0.895772646273405
SNP.505	-0.067314049842495	0.0978166004284365	-0.688165909954543	0.491348308775102
SNP.506	-0.0353369570343931	0.102976117819199	-0.343156819102816	0.73148048781662
SNP.507	0.00467064971106218	0.0982388648841437	0.0475438078052961	0.962079816211832
SNP.508	0.0181263359782086	0.0977837713985337	0.185371618612784	0.852937567683725
SNP.509	-0.170062003370224	0.151127832271032	-1.12528579821906	0.260467945806628
SNP.510	-0.111844845622689	0.110648639020178	-1.01081085689896	0.312106965798358
SNP.511	-0.0725730882841234	0.114556434464353	-0.633513853878775	0.526398136792174
SNP.512	-0.0618555462808042	0.123911445129805	-0.499191549384372	0.617644447319387
SNP.513	-0.138336847279683	0.103213644041041	-1.34029612620474	0.18014909040578
SNP.514	-0.0677890121435094	0.13093767282772	-0.517719695787646	0.604653854262735
SNP.515	-0.0796634392668431	0.147744396545057	-0.539197703126077	0.589750445052959
SNP.516	-0.0806164118456047	0.102844503202669	-0.783866996632178	0.43311815699647
SNP.517	-0.0269357279754106	0.124563418565843	-0.216241078524773	0.828799834899205
SNP.518	-0.120823839190131	0.145240528266177	-0.831887907820756	0.405472217895888
SNP.519	-0.136566483984138	0.109013469016482	-1.25274872193536	0.21029716852608
SNP.520	-0.0877269697386034	0.109480521865691	-0.801302078612902	0.422956787809492
SNP.521	-0.134439808708597	0.181415080744294	-0.741061923612026	0.458655895069852
SNP.522	0.0632749171057163	0.100855967556844	0.627379010270797	0.530410823169988
SNP.523	0.0252815843884394	0.10471692334587	0.241427876036204	0.809223509675097
SNP.524	0.207946343451276	0.149039378661091	1.3952442993213	0.162942182506845
SNP.525	0.208496718884762	0.114953125743647	1.8137542370942	0.0697155708393531
SNP.526	-0.14322457351661	0.178337600461413	-0.803109232971877	0.421911601587395
SNP.527	0.0522610813823571	0.0994945328829759	0.52526586002294	0.599398386847787
SNP.528	0.0495484369453383	0.101835724731892	0.486552602986692	0.62657541897671
SNP.529	0.0724935986660965	0.0998009843443832	0.726381599764015	0.467604868037753
SNP.530	0.0506701045473067	0.113252935289672	0.447406545514298	0.654581550646319
SNP.531	0.12735882825405	0.131372371524591	0.969449106962424	0.332321161050581
SNP.532	0.256670595473012	0.118684807878473	2.16262384429041	0.0305701227830656
SNP.533	0.0684306648824867	0.132710511625722	0.515638618555542	0.606106832634205
SNP.534	0.0780670849701247	0.101926040022888	0.765918944291312	0.443724533011539
SNP.535	0.0941955109574741	0.100914796280274	0.933416252418145	0.350605092206335
SNP.536	0.099029441713322	0.105193463983873	0.941402991810441	0.346498380997621
SNP.537	-0.00959158493001272	0.116855421622854	-0.0820807866405134	0.934582471602153
SNP.538	0.0387236577196702	0.100120317504579	0.386771223711901	0.698925582585767
SNP.539	0.0466763788244103	0.119730230120574	0.38984622995717	0.696650256420793
SNP.540	0.0891714287936757	0.104120667355191	0.856423907556044	0.391763345329251
SNP.541	0.140462294286565	0.130569898546404	1.07576321840094	0.282033166035136
SNP.542	0.0444505707843947	0.10862981704057	0.40919309260913	0.682397963072369
SNP.543	-0.0182062955754698	0.100933870298058	-0.180378454939919	0.856855467367219
SNP.544	0.0469687279982831	0.105755043920951	0.444127544719199	0.656950372917088
SNP.545	-0.0851845487012053	0.121801053387543	-0.699374482666974	0.48431803045174
SNP.546	0.0707820537762728	0.178022153724351	0.397602502247397	0.69092321575068
SNP.547	-0.118913907877625	0.103165750096742	-1.15264908912226	0.249054445774868
SNP.548	-0.0792728280278136	0.126510969096559	-0.626608337553	0.530916001700052
SNP.549	-0.083919660958002	0.106654597757766	-0.786835848826698	0.431377964930895
SNP.550	-0.12304220043787	0.100398472009328	-1.22553857618907	0.220372364740611
SNP.551	0.0324565539197587	0.110287455151322	0.294290532637878	0.768535906376611
SNP.552	-0.0671911303794591	0.162647953450444	-0.41310775176726	0.679527670267736
SNP.553	-0.0250938268545437	0.189101749885701	-0.132700130325135	0.894430539792663
SNP.554	-0.062406243069384	0.10036006758898	-0.621823446004099	0.534057967594869
SNP.555	-0.0413908308381284	0.101038179518034	-0.4096553504385	0.682058787681424
SNP.556	-0.0870370457376899	0.104044465865014	-0.836537003809606	0.402852868532164
SNP.557	0.0346985169744605	0.108693204690752	0.319233544297298	0.749549421971025
SNP.558	-0.199930240260301	0.152835140609607	-1.3081431368653	0.190824764620519
SNP.559	-0.0303742946782939	0.104413845127667	-0.290902941474431	0.771125551588312
SNP.560	0.0302623631698556	0.132547450821735	0.228313430263973	0.81940258442507
SNP.561	-0.0810978878445558	0.194499363703214	-0.416957085619584	0.67670979742286
SNP.562	-0.0497311828128674	0.0977761870114127	-0.508622644561325	0.611016753333523
SNP.563	0.0240822216065967	0.0982707851058959	0.245059827095569	0.806410107947535
SNP.564	-0.0939981810557668	0.131423691571572	-0.715230107537929	0.474466868004033
SNP.565	0.00707944962783863	0.0984963541126481	0.0718752454506287	0.942701190354317
SNP.566	-0.0921560749584465	0.124808770106404	-0.738378199543831	0.460284658401058
SNP.567	0.0280076536087093	0.0978551556937993	0.286215411034128	0.774713140965066
SNP.568	0.0322269243714551	0.0988663239156987	0.325964626731083	0.744451118463228
SNP.569	0.0430957649950483	0.104256142075841	0.413364278947693	0.679339741824651
SNP.570	-0.0367886570718653	0.0978297477772813	-0.376047755490673	0.706881393426631
SNP.571	-0.0211144935611111	0.104857847776157	-0.201363026315253	0.840414723773059
SNP.572	-0.102404968981004	0.0991476092834192	-1.03285363833911	0.301672397745901
SNP.573	0.949764470634869	0.0990895061359313	9.58491476718008	9.25340145816287e-22
SNP.574	0.173556460073002	0.106521908105918	1.62930295897844	0.103248900074477
SNP.575	0.291951715863174	0.123934269346115	2.35569804383832	0.0184879391320379
SNP.576	0.183295211025711	0.128868561155577	1.42234234154618	0.154926892678552
SNP.577	0.152407686310112	0.101043115107762	1.50834310826196	0.131466735579673
SNP.578	0.131118040006449	0.107859678098452	1.21563537290336	0.224123853023876
SNP.579	0.0707645160657691	0.11195319110898	0.632090209888561	0.527327932083243
SNP.580	0.164723793015256	0.0982590657863523	1.67642335795681	0.0936552968506235
SNP.581	0.0288334977397103	0.107906510050509	0.267208139028997	0.789308909884787
SNP.582	0.0502036971634933	0.0958094074636225	0.523995487421785	0.60028167850605
SNP.583	0.0642240060904287	0.125970143510827	0.509835142681319	0.610166963009679
SNP.584	0.131994114726959	0.102370272971239	1.28937933733989	0.19726624124285
SNP.585	0.0679717277444512	0.0995594017858166	0.682725353158305	0.494780406117742
SNP.586	0.161645922555217	0.116969913284652	1.38194445063701	0.166988758044588
SNP.587	0.0506190681078679	0.0977287763442532	0.51795458821218	0.604489953910596
SNP.588	0.109291805846752	0.146824945075567	0.744368103052945	0.456653810499561
SNP.589	-0.0236327432457944	0.142872826684032	-0.165411042773438	0.868620462524187
SNP.590	0.0236204934736523	0.0942617000146408	0.250584208326219	0.802135592183999
SNP.591	-0.0132956847025199	0.122757409965341	-0.108308612134076	0.913750891310988
SNP.592	0.0481626469751898	0.115658358819899	0.416421670397274	0.677101473898175
SNP.593	0.10000153927373	0.148269695849501	0.67445703385832	0.500020793200785
SNP.594	0.025265167545821	0.12172056463362	0.20756695979738	0.835567104720108
SNP.595	0.0228205325265077	0.102329970929159	0.223009274011285	0.823528288638935
SNP.596	0.0831091740389422	0.12587133374169	0.660270862065359	0.509080025215476
SNP.597	0.0149714879466595	0.107705222241748	0.139004289996779	0.889446759034728
SNP.598	0.118811141131562	0.116266970728448	1.02188214234166	0.306836685379782
SNP.599	-0.00687848294730092	0.0994125301241407	-0.069191307561647	0.944837342087655
SNP.600	0.0943837949821551	0.115093664979329	0.820060730528539	0.412181487216267
SNP.601	-0.0240970341741536	0.120147249563867	-0.200562511931196	0.841040673528848
SNP.602	-0.234824230406331	0.101247034876555	-2.31931958000191	0.020377714537763
SNP.603	-0.191969925562653	0.161097905342001	-1.19163514358	0.233404338731305
SNP.604	-0.209618055260486	0.147450698911911	-1.42161452476881	0.155138185864277
SNP.605	0.0232295054240742	0.099664885611225	0.233076125875349	0.815702293203559
SNP.606	0.0996363407224803	0.102196092130009	0.97495255098138	0.329583796995217
SNP.607	0.255238352219843	0.200910732742679	1.27040675595338	0.203939777977001
SNP.608	0.0199185117070865	0.113595117719301	0.175346547518935	0.860807338661934
SNP.609	0.0895162178699997	0.147334771677327	0.607570207975387	0.543472564974167
SNP.610	0.251056233488397	0.143173249971477	1.75351354766629	0.0795138961267447
SNP.611	0.139273490952729	0.102128693095606	1.36370579835336	0.172660178407468
SNP.612	0.062041896009791	0.0981901499690775	0.631854580416972	0.527481904677536
SNP.613	0.162128126105876	0.102223791323276	1.58601167113003	0.112736662048603
SNP.614	0.0473483337225046	0.0988226669850339	0.479124224907583	0.631850256926964
SNP.615	0.0610683211433703	0.10631950875447	0.574384906954365	0.565707364066734
SNP.616	0.0955133594021904	0.106001365204802	0.901057823337014	0.367557576311567
SNP.617	0.0472714398060202	0.101391156835299	0.466228429396544	0.641052001927337
SNP.618	0.0716579296160017	0.0992585350988736	0.721932169809092	0.470336181584412
SNP.619	-0.00689861387535705	0.10366781305467	-0.0665453786675235	0.946943630797176
SNP.620	0.111746175246197	0.188511340120979	0.592782244158272	0.553326892100154
SNP.621	0.0320012930728179	0.103764999006164	0.308401613061422	0.757776754705742
SNP.622	-0.0856352984066789	0.102541014321418	-0.835132156370641	0.403643303108973
SNP.623	0.116106103276717	0.0964016358977166	1.20439971993739	0.228435120247257
SNP.624	0.127515148537543	0.0969159076815104	1.31572980729427	0.188264745979765
SNP.625	0.0692623287764346	0.105193780502759	0.658426082277915	0.510264380161814
SNP.626	0.366660367730657	0.141527868407244	2.59072910414787	0.00957728486513319
SNP.627	0.17727756887929	0.134093236420129	1.32204705928537	0.186152480984355
SNP.628	0.309046958411621	0.164101763638533	1.88326408905853	0.0596645875024626
SNP.629	0.121255450217359	0.119182833702858	1.01739022684818	0.308967829391536
SNP.630	0.268994582722574	0.182572637689607	1.47335650142654	0.140654932847826
SNP.631	0.164057875142425	0.142283601586415	1.15303431536195	0.24889629996552
SNP.632	0.205561172317925	0.101261447532067	2.03000428423492	0.0423561038041714
SNP.633	0.0921210487721325	0.100538929656015	0.916272423899049	0.359524027756502
SNP.634	0.279875905518402	0.165596750199941	1.69010506051888	0.0910078569221087
SNP.635	0.235248843623123	0.158130465104091	1.48768830514897	0.136833113190579
SNP.636	0.0287058052019449	0.111505308245203	0.257438911686789	0.796839967659303
SNP.637	0.156322054717406	0.110695135994286	1.41218539833111	0.157895378732277
SNP.638	0.131982789971691	0.0976698235706342	1.351315945362	0.176594246329002
SNP.639	0.0712101126781903	0.0977587201839549	0.728427219016294	0.466352106262471
SNP.640	0.1567614960986	0.121841118485001	1.28660585234121	0.198231702841019
SNP.641	0.189142850404983	0.108117744561896	1.74941542825749	0.0802192359000165
SNP.642	0.14767184374195	0.0985091325650773	1.49906754730984	0.133856109559574
SNP.643	-0.0745803248016874	0.119570964750369	-0.623732734425871	0.532803121541845
SNP.644	0.174235669707916	0.10299602171213	1.69167378323503	0.0907081897806781
SNP.645	0.238832184963572	0.109343109057608	2.18424541813367	0.0289442191594843
SNP.646	0.105480577780809	0.138266386657943	0.762879397736465	0.445535324046531
SNP.647	0.17392853389883	0.0978653862934235	1.77722216696055	0.075531693678169
SNP.648	0.0622925545148124	0.106987397663669	0.582241982468241	0.560403698592594
SNP.649	0.030577281486332	0.190447330605014	0.160555054193692	0.872443857082506
SNP.650	0.146151750080541	0.142448602119029	1.0259963797919	0.304893290496554
SNP.651	0.495829283861571	0.0873458635437667	5.67662009103756	1.37382118582909e-08
SNP.652	-0.216832266555812	0.170843769455622	-1.26918451428886	0.204375262862515
SNP.653	-0.179527603627101	0.117632259416321	-1.52617661615868	0.126965885388344
SNP.654	-0.106499065164043	0.0976236055941496	-1.09091509697759	0.275310243469663
SNP.655	-0.331403490119541	0.15978195402281	-2.0740983682815	0.0380701760987147
SNP.656	-0.0582891854527866	0.12362462956127	-0.471501396280404	0.63728272279917
SNP.657	-0.071707777275152	0.132536452363278	-0.541041924666908	0.588478685902752
SNP.658	-0.164116823789971	0.118948089354047	-1.3797348463621	0.167668299663971
SNP.659	-0.0853180774637185	0.10042764596994	-0.849547718058187	0.395576589665845
SNP.660	-0.0848198455618413	0.104469312393657	-0.811911590288127	0.416842363366018
SNP.661	-0.0969479441138237	0.114596729923262	-0.845992238860074	0.397557073906333
SNP.662	-0.0436063847985871	0.131208487884815	-0.33234423703494	0.739629340028588
SNP.663	0.00736442807589838	0.0999890958578932	0.0736523119117396	0.941287045250022
SNP.664	-0.0790628805115008	0.110292839957839	-0.71684508751179	0.473469687790569
SNP.665	0.116604990912328	0.100467015587773	1.16062958803087	0.245792567480383
SNP.666	0.0420079702518208	0.111506054597059	0.376732639349691	0.706372304293599
SNP.667	0.124613194105007	0.138979283807282	0.896631430895872	0.369915620551619
SNP.668	0.109621048558128	0.110812917011226	0.989244318394963	0.32254361977086
SNP.669	0.0230697104754543	0.132248705885629	0.174441861800941	0.861518217662543
SNP.670	-0.0618640063177385	0.21298487639793	-0.290461967835477	0.771462842431144
SNP.671	0.119461315968334	0.101787884356199	1.17363001229388	0.240543254510104
SNP.672	0.067728986751427	0.099668250347609	0.679544253212145	0.496793078018684
SNP.673	0.252483606438934	0.226015119844183	1.11710936247539	0.263947567864711
SNP.674	0.105507097825859	0.109916978969141	0.959879891308519	0.337115667763756
SNP.675	-0.0879507957396505	0.117442090987128	-0.748886493763895	0.453925621544646
SNP.676	-0.104359568604094	0.169624007161648	-0.615240556748796	0.538395867593364
SNP.677	-0.107232909096447	0.171606402318634	-0.62487708877749	0.532051730527416
SNP.678	-0.109412021178247	0.10054424020548	-1.08819780182976	0.276507794940508
SNP.679	-0.0125976897159489	0.110796827873758	-0.11370081578782	0.909474965811624
SNP.680	-0.159999471530619	0.129983420393156	-1.23092215181502	0.21835198170331
SNP.681	-0.00808669356739587	0.100083864380077	-0.0807991739476202	0.935601665017699
SNP.682	-0.0371661363317957	0.115741752600262	-0.321112610590549	0.748125054099318
SNP.683	-0.0347978359313888	0.114950589816248	-0.3027199424293	0.762103298607956
SNP.684	-0.104418003874206	0.0978284252093732	-1.06735852744976	0.285809968443876
SNP.685	0.0450174812394802	0.0987196504511556	0.456013377617802	0.648380358443154
SNP.686	-0.0133601919214724	0.0999402217841736	-0.133681831828675	0.893654172298172
SNP.687	0.00904335891414772	0.109081655862417	0.0829044887763163	0.93392748480362
SNP.688	-0.0956260652998598	0.147284123313124	-0.649262548798693	0.516168688464269
SNP.689	0.0521245567889475	0.134265356559692	0.388220447362935	0.69785290272332
SNP.690	-0.00253656424656789	0.140941461592839	-0.0179972892142674	0.985641015955428
SNP.691	-0.266741442367732	0.125963024547694	-2.11761700169985	0.0342075171121674
SNP.692	0.00813948588160651	0.109155226176973	0.0745679906192492	0.940558442978297
SNP.693	0.0676502493500201	0.189835049627675	0.356363324279174	0.721568491824955
SNP.694	-0.0470461031281346	0.100331127574484	-0.4689083464472	0.639135150118036
SNP.695	-0.0348110138454769	0.10843027903254	-0.321045137539766	0.74817618510592
SNP.696	0.0561984713892254	0.121698971004346	0.461782634030804	0.644237205561245
SNP.697	-0.0211728524556697	0.171208809115736	-0.123666840304677	0.901579067673252
SNP.698	0.0810471078539227	0.108564131713484	0.74653669287217	0.455343274747173
SNP.699	0.0651152483283479	0.14060991628976	0.46309143797627	0.643298826892539
SNP.700	0.0201881262432842	0.126831058230799	0.159173364354866	0.873532288461701
SNP.701	-0.0848358742719548	0.126982032030306	-0.668093531939286	0.504073890320144
SNP.702	-0.171699253127864	0.100905056707479	-1.70159215732484	0.0888318487219513
