		Estimate	Std. Error	t value	Pr(>|t|)
hs_pcb180_madj_Log2	APO.A1	0.110222789580892	0.0465039907207924	2.37017915822888	0.0179497811573896
hs_pcb180_madj_Log2	APO.B	0.0248392543116521	0.0476466740022635	0.52132189353809	0.602246636894882
hs_pcb180_madj_Log2	APO.E	0.0817748128339392	0.0473462681937747	1.72716490556887	0.0844164900759869
hs_pcb180_madj_Log2	IL1beta	-0.0636310717416803	0.0442113714588735	-1.43924672865829	0.150362812651556
hs_pcb180_madj_Log2	IL6	-0.0457926199703987	0.0447072140527657	-1.02427809338224	0.30592730989169
hs_pcb180_madj_Log2	MCP1	-0.0199260962181218	0.0440720203751802	-0.452125771600511	0.6512667961314
hs_pcb180_madj_Log2	Leptin	-0.0390239071858973	0.0445585648310393	-0.875789140289218	0.381334321065822
hs_pcb180_madj_Log2	HGF	-0.0403985897115744	0.0464073670037598	-0.870521046977333	0.384204111162392
hs_pcb180_madj_Log2	INSULIN	0.0149760559659733	0.0445368120936888	0.336262414437507	0.736736602892068
hs_pcb180_madj_Log2	TNFalfa	-0.00414571912239037	0.0469620938009598	-0.0882779873478649	0.929671672080704
hs_pcb180_madj_Log2	BAFF	-0.00390608662831397	0.0464283018776156	-0.0841315850536675	0.932966996357918
hs_pcb180_madj_Log2	Cpeptide	0.0159217541547252	0.0475752486514963	0.334664654542472	0.737941350312713
hs_pcb180_madj_Log2	PAI1	-0.0355943710663064	0.0330754235571525	-1.07615767957745	0.282090796723058
hs_pcb180_madj_Log2	IL8	0.0100963452883557	0.0469750957529802	0.214929743654971	0.829861610940643
hs_pcb180_madj_Log2	FGFBasic	0.0534347237713886	0.0427245609292278	1.25067929568432	0.211315310320375
hs_pcb180_madj_Log2	GCSF	0.0145825813044197	0.0407258950259591	0.358066564163283	0.720361641182461
hs_pcb180_madj_Log2	IL10	0.0457666065718534	0.0461927257456525	0.990775188800388	0.322011484947905
hs_pcb180_madj_Log2	IL13	0.0003761140339166	0.0391004311823361	0.00961917867766411	0.992326854249029
hs_pcb180_madj_Log2	IL12	-0.0154442632809604	0.04132157927847	-0.373757817359305	0.70865594497008
hs_pcb180_madj_Log2	Eotaxin	-0.0253932506391217	0.0429287950932089	-0.591520227483365	0.554292457876139
hs_pcb180_madj_Log2	IL17	0.00784291919315242	0.040852877357982	0.191979603405341	0.847793327775948
hs_pcb180_madj_Log2	MIP1alfa	0.00536890332522941	0.0385991916710943	0.139093672504288	0.889401382056444
hs_pcb180_madj_Log2	MIP1beta	0.0602259002764788	0.039120585766855	1.53949382648318	0.123969046446829
hs_pcb180_madj_Log2	IL15	0.0673626908441237	0.040980252843175	1.643784168485	0.100504230571995
hs_pcb180_madj_Log2	EGF	0.0415483499667518	0.035288631443731	1.17738626483722	0.239293983985651
hs_pcb180_madj_Log2	IL5	-0.0197625462257577	0.0402271592082749	-0.49127372190111	0.623330070181372
hs_pcb180_madj_Log2	IFNgamma	0.00748525939994426	0.0389062377408596	0.1923922700982	0.847470170418821
hs_pcb180_madj_Log2	IFNalfa	-0.00361931909514478	0.0391210767584501	-0.0925158353255964	0.926304919700696
hs_pcb180_madj_Log2	IL1RA	0.00610938605628613	0.0441098907551907	0.13850376756073	0.889867436972014
hs_pcb180_madj_Log2	IL2	0.0468380776378428	0.0395068587293672	1.18556825686133	0.23604680815176
hs_pcb180_madj_Log2	IP10	0.026179756535579	0.046789088813175	0.559526958092999	0.575915120784826
hs_pcb180_madj_Log2	IL2R	0.0252206299343268	0.0410420830421303	0.614506576297247	0.539006677136306
hs_pcb180_madj_Log2	MIG	-0.00334478823880097	0.0414444387856067	-0.0807053572640628	0.935690837761404
hs_pcb180_madj_Log2	IL4	-0.00532605409859336	0.0371869303917212	-0.143223816606791	0.886139439055998
hs_sumPCBs5_madj_Log2	Adiponectin	-0.0624006640863046	0.0519812012061439	-1.20044675071743	0.230222236430742
hs_sumPCBs5_madj_Log2	CRP	-0.129142690409208	0.0506317312054623	-2.55062758737501	0.0108863794381994
hs_sumPCBs5_madj_Log2	APO.A1	0.0443267520179279	0.0506329712748337	0.875452316975911	0.381517410141443
hs_sumPCBs5_madj_Log2	APO.B	-0.0101590188566889	0.0517695345972728	-0.196235468132335	0.844461820206648
hs_sumPCBs5_madj_Log2	APO.E	-0.0210688331516542	0.0515029744381736	-0.40907992948924	0.682559992802988
hs_sumPCBs5_madj_Log2	IL1beta	-0.0998494637762745	0.0479831741840394	-2.08092660550763	0.0376696679065281
hs_sumPCBs5_madj_Log2	IL6	-0.101482269912699	0.0484979388201711	-2.09250686485858	0.0366200626606123
hs_sumPCBs5_madj_Log2	MCP1	0.00570070895463161	0.0478846381004223	0.119050893580447	0.905256596068603
hs_sumPCBs5_madj_Log2	Leptin	-0.0773920666845476	0.0483700622769969	-1.59999931861474	0.109883553901649
hs_sumPCBs5_madj_Log2	HGF	-0.06565086447998	0.0503963676526051	-1.30269040285855	0.192950918584366
hs_sumPCBs5_madj_Log2	INSULIN	0.0344554363201072	0.0483768922245717	0.71222922216997	0.476472651132636
hs_sumPCBs5_madj_Log2	TNFalfa	-0.0265700555892783	0.0510142927967268	-0.520835517511733	0.60258533120439
hs_sumPCBs5_madj_Log2	BAFF	-0.0193485088309251	0.0504372471512867	-0.383615481092559	0.701336993014253
hs_sumPCBs5_madj_Log2	Cpeptide	-0.0515405656079164	0.0516659274783434	-0.997573606503444	0.318703773986
hs_sumPCBs5_madj_Log2	PAI1	-0.0250815635243848	0.0359445247118464	-0.697785371359175	0.485457696933243
hs_sumPCBs5_madj_Log2	IL8	-0.0575020137170202	0.0510063224278412	-1.12735070830422	0.259838083964792
hs_sumPCBs5_madj_Log2	FGFBasic	0.0144407776721218	0.0464473291313911	0.310906524490815	0.755930110630363
hs_sumPCBs5_madj_Log2	GCSF	0.0637559276369131	0.0442063688593091	1.44223398759175	0.149518718676881
hs_sumPCBs5_madj_Log2	IL10	0.0341888637870155	0.050196206866337	0.681104528038423	0.495947541327956
hs_sumPCBs5_madj_Log2	IL13	-0.0223414537910852	0.0424740230861774	-0.526002769875499	0.598991448635026
hs_sumPCBs5_madj_Log2	IL12	-0.0372409426535104	0.0448813067694992	-0.829765114567006	0.406850170656962
hs_sumPCBs5_madj_Log2	Eotaxin	0.0262222875109211	0.0466392238828353	0.562236789720074	0.574068318284962
hs_sumPCBs5_madj_Log2	IL17	0.0296088827832746	0.0443750353476047	0.667241897416829	0.504756441131262
hs_sumPCBs5_madj_Log2	MIP1alfa	0.0135753421541103	0.0419331492486574	0.323737720570676	0.746197650822776
hs_sumPCBs5_madj_Log2	MIP1beta	0.0169975634079998	0.0425435442417861	0.399533318413674	0.689577209646959
hs_sumPCBs5_madj_Log2	IL15	0.023037935344885	0.0445704228055682	0.516888418254064	0.605337116198981
hs_sumPCBs5_madj_Log2	EGF	0.0497115869090704	0.038333019472865	1.29683462437025	0.194957843168898
hs_sumPCBs5_madj_Log2	IL5	-0.0123765719046187	0.0437065894239615	-0.283174049216327	0.777096269234039
hs_sumPCBs5_madj_Log2	IFNgamma	0.00793669833103148	0.0422683780036954	0.187769171798776	0.851091952283313
hs_sumPCBs5_madj_Log2	IFNalfa	0.00729146866452446	0.0425013490102516	0.171558523066308	0.863815915755956
hs_sumPCBs5_madj_Log2	IL1RA	-0.0321792520309854	0.0479123457756962	-0.671627563000861	0.501960703443711
hs_sumPCBs5_madj_Log2	IL2	-0.0131271957560978	0.0429462503327103	-0.305665701997256	0.759916554839265
hs_sumPCBs5_madj_Log2	IP10	0.0459914328964364	0.0508208099186552	0.904972450656555	0.365676536113459
hs_sumPCBs5_madj_Log2	IL2R	0.0346826395597497	0.0445841883884066	0.777913444506447	0.436785965397663
hs_sumPCBs5_madj_Log2	MIG	-0.0162343814955672	0.0450233788832183	-0.360576702554376	0.718484574262262
hs_sumPCBs5_madj_Log2	IL4	-0.0176041445221052	0.0403973772170473	-0.435774442175331	0.663085194876904
